<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>
VND,2012-01-11,2.0652,2.162,2.0329,2.0329,2043300
VND,2012-01-12,2.0329,2.0329,1.9684,1.9684,1515600
VND,2012-01-13,1.9684,2.0652,1.8716,2.0329,2268700
VND,2012-01-16,2.0329,2.1297,2.0329,2.1297,2682300
VND,2012-01-17,2.1297,2.162,2.0329,2.0652,2122600
VND,2012-01-18,2.0652,2.0974,1.9684,2.0974,1655100
VND,2012-01-19,2.0974,2.162,2.0329,2.162,1258600
VND,2012-01-20,2.162,2.2911,2.162,2.1942,2800000
VND,2012-01-30,2.1942,2.3556,2.162,2.2911,2625500
VND,2012-01-31,2.2911,2.3879,2.2911,2.3233,3297300
VND,2012-02-01,2.3233,2.3879,2.2588,2.3879,3922400
VND,2012-02-02,2.3879,2.4847,2.3879,2.4847,2015900
VND,2012-02-03,2.4847,2.646,2.4201,2.4524,5754100
VND,2012-02-06,2.4524,2.5815,2.3879,2.5492,4399200
VND,2012-02-07,2.5492,2.6137,2.4847,2.6137,5007500
VND,2012-02-08,2.6137,2.7105,2.6137,2.6137,3102700
VND,2012-02-09,2.6137,2.6783,2.4847,2.5169,4303400
VND,2012-02-10,2.5169,2.5169,2.4201,2.4201,3952800
VND,2012-02-13,2.4201,2.4201,2.2911,2.2911,4378200
VND,2012-02-14,2.2911,2.4524,2.2588,2.4201,3096800
VND,2012-02-15,2.4201,2.4201,2.2588,2.3233,3203900
VND,2012-02-16,2.3233,2.4201,2.2588,2.3879,2526500
VND,2012-02-17,2.3879,2.5169,2.3879,2.5169,4612300
VND,2012-02-20,2.5169,2.6137,2.5169,2.6137,2262500
VND,2012-02-21,2.6137,2.7751,2.6137,2.6783,9425200
VND,2012-02-22,2.6783,2.9042,2.646,2.9042,4656400
VND,2012-02-23,2.9042,3.001,2.8719,3.001,4972500
VND,2012-02-24,3.001,3.13,2.9364,2.9687,5770300
VND,2012-02-27,2.9687,3.1623,2.9042,3.0978,4720800
VND,2012-02-28,3.0978,3.0978,2.8396,2.8396,7620800
VND,2012-02-29,2.8396,3.0332,2.7751,2.9687,5262900
VND,2012-03-01,2.9687,3.001,2.8719,2.9687,4058800
VND,2012-03-02,2.9687,3.0978,2.9042,3.0978,5307400
VND,2012-03-05,3.0978,3.2591,3.0978,3.2591,667400
VND,2012-03-06,3.2591,3.485,3.2268,3.3236,14417500
VND,2012-03-07,3.3236,3.4204,3.1946,3.3559,5890800
VND,2012-03-08,3.3559,3.3559,3.0655,3.0978,6659500
VND,2012-03-09,3.0978,3.2268,3.001,3.13,3327500
VND,2012-03-12,3.13,3.1623,2.9364,2.9364,5486600
VND,2012-03-13,2.9364,3.1623,2.9042,3.13,3895500
VND,2012-03-14,3.13,3.1946,3.001,3.001,4221000
VND,2012-03-15,3.001,3.2591,2.9687,3.2591,8643800
VND,2012-03-16,3.2591,3.3559,3.2591,3.3559,1788200
VND,2012-03-19,3.3559,3.5818,3.3559,3.5173,11181800
VND,2012-03-20,3.5173,3.7431,3.5173,3.7431,4226200
VND,2012-03-21,3.7431,3.969,3.7431,3.7754,5782900
VND,2012-03-22,3.7754,3.969,3.7431,3.8399,4674100
VND,2012-03-23,3.8399,4.1304,3.8077,4.0981,6964400
VND,2012-03-26,4.0981,4.1304,3.9367,3.969,4366400
VND,2012-03-27,3.969,3.969,3.7109,3.7109,4710800
VND,2012-03-28,3.7109,3.8077,3.4527,3.7109,5256000
VND,2012-03-29,3.7109,3.8077,3.485,3.485,7391500
VND,2012-03-30,3.485,3.5173,3.2914,3.3236,5087200
VND,2012-04-03,3.3236,3.5495,3.2914,3.5495,4184400
VND,2012-04-04,3.5495,3.7754,3.5173,3.6141,5353400
VND,2012-04-05,3.6141,3.8077,3.5495,3.8077,5689000
VND,2012-04-06,3.8077,4.0658,3.8077,3.9367,8254400
VND,2012-04-09,3.9367,4.1626,3.9045,4.1626,4398700
VND,2012-04-10,4.1626,4.2594,3.9045,3.969,8778000
VND,2012-04-11,3.969,4.2272,3.969,4.1304,7155800
VND,2012-04-12,4.1304,4.2272,4.0013,4.0658,7153800
VND,2012-04-13,4.0658,4.2917,3.969,4.1626,6405800
VND,2012-04-16,4.1626,4.453,4.1304,4.453,5482200
VND,2012-04-17,4.453,4.5176,4.1949,4.1949,7149500
VND,2012-04-18,4.1949,4.324,4.0658,4.2272,6957800
VND,2012-04-19,4.2272,4.2272,3.9367,3.969,5015600
VND,2012-04-20,3.969,4.1626,3.9045,4.0658,5232600
VND,2012-04-23,4.0658,4.1626,4.0013,4.0658,2942800
VND,2012-04-24,4.0658,4.1949,3.8077,4.1949,2888800
VND,2012-04-25,4.1949,4.324,4.1626,4.1949,4673600
VND,2012-04-26,4.1949,4.2272,4.0335,4.0658,2847000
VND,2012-04-27,4.0658,4.2272,4.0335,4.1626,3985600
VND,2012-05-02,4.1626,4.2272,4.0013,4.0658,3959300
VND,2012-05-03,4.0658,4.2272,3.9367,4.2272,4844100
VND,2012-05-04,4.2272,4.4208,4.2272,4.3885,6342000
VND,2012-05-07,4.3885,4.6466,4.3885,4.6144,5067500
VND,2012-05-08,4.6144,4.808,4.3885,4.3885,5284100
VND,2012-05-09,4.3885,4.4853,4.324,4.3562,4158000
VND,2012-05-10,4.3562,4.4853,4.2272,4.3562,7355200
VND,2012-05-11,4.3562,4.3885,4.1949,4.1949,4445600
VND,2012-05-14,4.1949,4.2272,3.9367,3.969,7113200
VND,2012-05-15,3.969,4.0335,3.8399,3.8722,3881100
VND,2012-05-16,3.8722,4.0013,3.8077,4.0013,4527000
VND,2012-05-17,4.0013,4.0335,3.8399,3.8722,3708000
VND,2012-05-18,3.8722,3.9367,3.6463,3.8077,5968700
VND,2012-05-21,3.8077,4.0335,3.8077,4.0335,3146800
VND,2012-05-22,4.0335,4.1304,3.9367,4.0335,4602800
VND,2012-05-23,4.0335,4.0335,3.7431,3.7431,2933500
VND,2012-05-24,3.7431,3.8077,3.5173,3.8077,4466500
VND,2012-05-25,3.8077,3.969,3.8077,3.969,2726600
VND,2012-05-28,3.969,4.1304,3.8077,3.8399,4110800
VND,2012-05-29,3.8399,3.969,3.7754,3.8722,2173400
VND,2012-05-30,3.8722,3.969,3.8399,3.9045,2386800
VND,2012-05-31,3.9045,3.9045,3.7109,3.7109,3254400
VND,2012-06-01,3.7109,3.8077,3.6141,3.7431,3059100
VND,2012-06-04,3.7431,3.7431,3.485,3.5495,3801700
VND,2012-06-05,3.5495,3.7431,3.485,3.7431,3045000
VND,2012-06-06,3.7431,3.8399,3.6463,3.7754,3051400
VND,2012-06-07,3.7754,4.0335,3.7754,3.969,4895900
VND,2012-06-08,3.969,4.0658,3.8077,3.8399,6190600
VND,2012-06-11,3.8399,4.0013,3.7109,3.9045,4619500
VND,2012-06-12,3.9045,3.9045,3.7109,3.7431,5247200
VND,2012-06-13,3.7431,3.8399,3.7109,3.7754,3739100
VND,2012-06-14,3.7754,3.8077,3.6786,3.7754,2407300
VND,2012-06-15,3.7754,3.9045,3.7109,3.8399,2648300
VND,2012-06-18,3.8399,4.0335,3.8399,3.9045,4069800
VND,2012-06-19,3.9045,3.9045,3.7431,3.7754,2782200
VND,2012-06-20,3.7754,3.8399,3.7754,3.8077,1623800
VND,2012-06-21,3.8077,3.8399,3.7431,3.8077,1465800
VND,2012-06-22,3.8077,3.8077,3.6463,3.6786,4185500
VND,2012-06-25,3.6786,3.6786,3.485,3.5173,3181400
VND,2012-06-26,3.5173,3.5173,3.2914,3.3882,3629700
VND,2012-06-27,3.3882,3.4527,3.1946,3.2268,2288300
VND,2012-06-28,3.2268,3.3882,3.13,3.3882,3056200
VND,2012-06-29,3.3882,3.4204,3.2591,3.2591,2758200
VND,2012-07-02,3.2591,3.3559,3.13,3.13,3304100
VND,2012-07-03,3.13,3.1623,3.001,3.0978,4365900
VND,2012-07-04,3.0978,3.1623,3.001,3.001,2375800
VND,2012-07-05,3.001,3.1946,2.9687,3.1946,6391200
VND,2012-07-06,3.1946,3.2914,3.13,3.1946,3607700
VND,2012-07-09,3.1946,3.1946,2.9687,3.001,3164400
VND,2012-07-10,3.001,3.001,2.9042,2.9364,2508600
VND,2012-07-11,2.9364,3.0978,2.9364,3.001,3188200
VND,2012-07-12,3.001,3.2268,3.001,3.1623,3623100
VND,2012-07-13,3.1623,3.3559,3.1623,3.3559,6343300
VND,2012-07-16,3.3559,3.3882,3.1946,3.2268,4657000
VND,2012-07-17,3.2268,3.4527,3.1946,3.4527,4555400
VND,2012-07-18,3.4527,3.5495,3.3559,3.4527,4371100
VND,2012-07-19,3.4527,3.6786,3.4527,3.6786,5693100
VND,2012-07-20,3.6786,3.8077,3.5818,3.6463,6826300
VND,2012-07-23,3.6463,3.6786,3.5495,3.6141,4459500
VND,2012-07-24,3.6141,3.6141,3.3882,3.3882,6281300
VND,2012-07-25,3.3882,3.4527,3.3559,3.3882,4634300
VND,2012-07-26,3.3882,3.5495,3.3882,3.5173,4045900
VND,2012-07-27,3.5173,3.6141,3.4204,3.485,5008500
VND,2012-07-30,3.485,3.5173,3.4204,3.5173,3353300
VND,2012-07-31,3.5173,3.5818,3.485,3.485,2587700
VND,2012-08-01,3.485,3.485,3.3559,3.4204,4085700
VND,2012-08-02,3.4204,3.485,3.3882,3.4527,2268500
VND,2012-08-03,3.4527,3.5495,3.3882,3.5173,2950700
VND,2012-08-06,3.5173,3.7109,3.5173,3.7109,4442900
VND,2012-08-07,3.7109,3.7431,3.5818,3.5818,4386600
VND,2012-08-08,3.5818,3.7109,3.5818,3.6786,3433000
VND,2012-08-09,3.6786,3.8077,3.6463,3.6786,3556000
VND,2012-08-10,3.6786,3.7109,3.6141,3.6786,2750000
VND,2012-08-13,3.6786,3.6786,3.5818,3.6141,2174700
VND,2012-08-14,3.6141,3.7109,3.6141,3.6141,2230500
VND,2012-08-15,3.6141,3.6786,3.6141,3.6463,1725100
VND,2012-08-16,3.6463,3.6463,3.5818,3.6141,2230900
VND,2012-08-17,3.6141,3.7109,3.5495,3.6463,2111100
VND,2012-08-20,3.6463,3.7431,3.6463,3.7109,2985100
VND,2012-08-21,3.7109,3.7109,3.4527,3.4527,5343600
VND,2012-08-22,3.4527,3.4527,3.2268,3.2914,7089200
VND,2012-08-23,3.2914,3.2914,3.0655,3.0655,4376700
VND,2012-08-24,3.0655,3.2591,2.8719,3.2591,7572300
VND,2012-08-27,3.2591,3.2591,3.0332,3.0332,4765300
VND,2012-08-28,3.0332,3.13,2.9687,3.0978,4779700
VND,2012-08-29,3.0978,3.2914,3.0978,3.2914,4829100
VND,2012-08-30,3.2914,3.3559,3.2268,3.2914,4256300
VND,2012-08-31,3.2914,3.2914,3.13,3.1946,5547700
VND,2012-09-04,3.1946,3.2591,3.1946,3.2268,2249200
VND,2012-09-05,3.2268,3.2591,3.0978,3.13,4121000
VND,2012-09-06,3.13,3.13,3.0332,3.0655,2571500
VND,2012-09-07,3.0655,3.1623,3.0332,3.13,4388900
VND,2012-09-10,3.13,3.1623,2.9364,2.9687,4322700
VND,2012-09-11,2.9687,3.001,2.9042,2.9687,2380100
VND,2012-09-12,2.9687,3.0978,2.9687,3.001,1363500
VND,2012-09-13,3.001,3.13,2.9687,3.13,2163300
VND,2012-09-14,3.13,3.2268,3.13,3.1623,3338200
VND,2012-09-17,3.1623,3.1946,3.0655,3.0978,2128800
VND,2012-09-18,3.0978,3.0978,2.9042,2.9364,3728900
VND,2012-09-19,2.9364,3.001,2.8719,3.001,2231600
VND,2012-09-20,3.001,3.001,2.8719,3.001,1955100
VND,2012-09-21,3.001,3.0655,2.9687,3.001,1933500
VND,2012-09-24,3.001,3.001,2.9042,2.9042,1421900
VND,2012-09-25,2.9042,2.9364,2.8719,2.9364,1797600
VND,2012-09-26,2.9364,3.001,2.9364,2.9687,858000
VND,2012-09-27,2.9687,3.001,2.8073,2.8719,3747900
VND,2012-09-28,2.8719,2.8719,2.7751,2.8396,1020000
VND,2012-10-01,2.8396,2.8396,2.646,2.6783,2067200
VND,2012-10-02,2.6783,2.7105,2.646,2.6783,1610500
VND,2012-10-03,2.6783,2.8073,2.6783,2.7428,2567500
VND,2012-10-04,2.7428,2.7428,2.6783,2.7428,1399700
VND,2012-10-05,2.7428,2.8073,2.7105,2.7751,1818300
VND,2012-10-08,2.7751,2.9687,2.7751,2.9687,2962200
VND,2012-10-09,2.9687,3.0332,2.9042,3.001,2808100
VND,2012-10-10,3.001,3.0332,2.9042,3.0332,2319400
VND,2012-10-11,3.0332,3.13,2.9687,3.001,2525100
VND,2012-10-12,3.001,3.0332,2.9364,2.9687,2471300
VND,2012-10-15,2.9687,3.001,2.8719,2.9042,2379100
VND,2012-10-16,2.9042,3.0978,2.9042,3.0978,2887200
VND,2012-10-17,3.0978,3.13,3.001,3.0332,1753400
VND,2012-10-18,3.0332,3.0332,3.001,3.0332,1067400
VND,2012-10-19,3.0332,3.0332,2.8073,2.8719,5389100
VND,2012-10-22,2.8719,2.8719,2.7428,2.8073,1423900
VND,2012-10-23,2.8073,2.8719,2.8073,2.8396,741400
VND,2012-10-24,2.8396,2.8396,2.7751,2.7751,910700
VND,2012-10-25,2.7751,2.7751,2.6783,2.7428,1460200
VND,2012-10-26,2.7428,2.7751,2.7428,2.7428,905500
VND,2012-10-29,2.7428,2.7751,2.7105,2.7105,841000
VND,2012-10-30,2.7105,2.7751,2.7105,2.7428,1423100
VND,2012-10-31,2.7428,2.7428,2.6783,2.7428,1093700
VND,2012-11-01,2.7428,2.7751,2.7105,2.7105,1652500
VND,2012-11-02,2.7105,2.7105,2.5492,2.5492,4943200
VND,2012-11-05,2.5492,2.5815,2.5169,2.5169,1026600
VND,2012-11-06,2.5169,2.5492,2.4847,2.5169,1152400
VND,2012-11-07,2.5169,2.6137,2.5169,2.5492,1936200
VND,2012-11-08,2.5492,2.5815,2.4524,2.4847,2228500
VND,2012-11-09,2.4847,2.646,2.4847,2.6137,1879800
VND,2012-11-12,2.6137,2.7428,2.6137,2.7105,3357300
VND,2012-11-13,2.7105,2.7428,2.646,2.646,2459700
VND,2012-11-14,2.646,2.7105,2.646,2.646,1444200
VND,2012-11-15,2.646,2.646,2.5492,2.5815,2541600
VND,2012-11-16,2.5815,2.646,2.5815,2.6137,902300
VND,2012-11-19,2.6137,2.646,2.5492,2.5815,1583000
VND,2012-11-20,2.5815,2.646,2.4201,2.6137,1158600
VND,2012-11-21,2.6137,2.646,2.5492,2.5492,950200
VND,2012-11-22,2.5492,2.6137,2.5492,2.6137,591500
VND,2012-11-23,2.6137,2.646,2.5492,2.5815,1600700
VND,2012-11-26,2.5815,2.5815,2.5169,2.5492,1132400
VND,2012-11-27,2.5492,2.5815,2.3879,2.5169,442500
VND,2012-11-28,2.5169,2.5815,2.5169,2.5169,740900
VND,2012-11-29,2.5169,2.5815,2.5169,2.5492,1003200
VND,2012-11-30,2.5492,2.6137,2.5169,2.5815,1269200
VND,2012-12-03,2.5815,2.5815,2.5169,2.5492,411100
VND,2012-12-04,2.5492,2.6783,2.5492,2.646,1444100
VND,2012-12-05,2.646,2.7428,2.646,2.7105,2647000
VND,2012-12-06,2.7105,2.7428,2.5492,2.7105,1193200
VND,2012-12-07,2.7105,2.7428,2.6783,2.7105,1428200
VND,2012-12-10,2.7105,2.8719,2.7105,2.8719,3097900
VND,2012-12-11,2.8719,2.9042,2.8073,2.8719,2330200
VND,2012-12-12,2.8719,2.9687,2.8073,2.9364,3209300
VND,2012-12-13,2.9364,2.9364,2.8396,2.9042,2791500
VND,2012-12-14,2.9042,2.9364,2.8396,2.9042,1927000
VND,2012-12-17,2.9042,2.9364,2.8073,2.9042,2495600
VND,2012-12-18,2.9042,2.9364,2.8396,2.8719,1215100
VND,2012-12-19,2.8719,3.0332,2.8719,2.9687,3405700
VND,2012-12-20,2.9687,3.001,2.8719,2.8719,2305600
VND,2012-12-21,2.8719,2.9042,2.8396,2.8396,901500
VND,2012-12-24,2.8396,3.0332,2.8396,2.9687,3726800
VND,2012-12-25,2.9687,3.001,2.9042,2.9364,1588100
VND,2012-12-26,2.9364,3.0655,2.9364,3.0332,3849100
VND,2012-12-27,3.0332,3.0978,2.9687,2.9687,3910000
VND,2012-12-28,2.9687,3.0655,2.9364,3.0655,2484500
VND,2013-01-02,3.0655,3.2268,3.0655,3.1623,6233700
VND,2013-01-03,3.1623,3.2268,3.001,3.0655,4632300
VND,2013-01-04,3.0655,3.1946,3.001,3.1946,3876600
VND,2013-01-07,3.1946,3.2268,3.0655,3.0978,4594900
VND,2013-01-08,3.0978,3.2268,3.0655,3.1623,4102900
VND,2013-01-09,3.1623,3.2914,3.001,3.0655,8407100
VND,2013-01-10,3.0655,3.1946,3.001,3.1946,3110300
VND,2013-01-11,3.1946,3.3236,3.13,3.1623,4272200
VND,2013-01-14,3.1623,3.1946,3.0978,3.1946,4073000
VND,2013-01-15,3.1946,3.4527,3.1623,3.4204,9819800
VND,2013-01-16,3.4204,3.485,3.2914,3.3236,5709600
VND,2013-01-17,3.3236,3.3559,3.2268,3.2591,5704600
VND,2013-01-18,3.2591,3.2914,3.1623,3.2591,5338200
VND,2013-01-21,3.2591,3.2914,3.1623,3.1623,5925700
VND,2013-01-22,3.1623,3.2268,3.0655,3.0978,5728000
VND,2013-01-23,3.0978,3.1623,3.0332,3.13,2402000
VND,2013-01-24,3.13,3.2268,3.0978,3.2268,4281900
VND,2013-01-25,3.2268,3.2914,3.0332,3.1946,4935700
VND,2013-01-28,3.1946,3.4204,3.1946,3.2914,6523200
VND,2013-01-29,3.2914,3.3559,3.2591,3.3236,3198500
VND,2013-01-30,3.3236,3.3882,3.2914,3.3236,4500400
VND,2013-01-31,3.3236,3.3236,3.1946,3.2268,2529000
VND,2013-02-01,3.2268,3.2268,3.13,3.2268,3331900
VND,2013-02-04,3.2268,3.2591,3.1623,3.1623,2886500
VND,2013-02-05,3.1623,3.1946,3.0978,3.13,2032500
VND,2013-02-06,3.13,3.3236,3.13,3.2914,3101800
VND,2013-02-07,3.2914,3.6141,3.2914,3.3882,3241100
VND,2013-02-08,3.3882,3.5173,3.3236,3.485,3319000
VND,2013-02-18,3.485,3.7109,3.485,3.6141,5448600
VND,2013-02-19,3.6141,3.6786,3.485,3.5173,5281300
VND,2013-02-20,3.5173,3.6463,3.4527,3.6141,3688000
VND,2013-02-21,3.6141,3.6786,3.2591,3.2591,6929100
VND,2013-02-22,3.2591,3.3882,3.13,3.3236,5316900
VND,2013-02-25,3.3236,3.3559,3.2268,3.2914,2248000
VND,2013-02-26,3.2914,3.2914,3.001,3.001,4544400
VND,2013-02-27,3.001,3.13,2.9687,3.13,4173300
VND,2013-02-28,3.13,3.1946,3.0655,3.0978,2542800
VND,2013-03-01,3.0978,3.13,3.0655,3.13,2015100
VND,2013-03-04,3.13,3.13,2.9042,2.9364,4343800
VND,2013-03-05,2.9364,3.001,2.8719,2.9042,3672600
VND,2013-03-06,2.9042,3.001,2.9042,2.9687,1518500
VND,2013-03-07,2.9687,2.9687,2.8719,2.8719,2497200
VND,2013-03-08,2.8719,3.0332,2.8719,3.001,2690600
VND,2013-03-11,3.001,3.1946,3.001,3.1623,3287200
VND,2013-03-12,3.1623,3.1946,3.0332,3.0978,3331700
VND,2013-03-13,3.0978,3.13,2.9687,3.001,2867200
VND,2013-03-14,3.001,3.0655,2.9687,3.0332,1841800
VND,2013-03-15,3.0332,3.0978,3.0332,3.0978,2233000
VND,2013-03-18,3.0978,3.0978,2.9364,3.001,2696600
VND,2013-03-19,3.001,3.0332,2.9364,3.001,615900
VND,2013-03-20,3.001,3.0978,3.001,3.0332,2448100
VND,2013-03-21,3.0332,3.0978,3.001,3.001,1344300
VND,2013-03-22,3.001,3.0655,2.9364,3.001,1293900
VND,2013-03-25,3.001,3.0332,2.9687,3.001,1307900
VND,2013-03-26,3.001,3.0655,2.9687,2.9687,1452900
VND,2013-03-27,2.9687,2.9687,2.9042,2.9042,906000
VND,2013-03-28,2.9042,2.9687,2.8719,2.8719,1494300
VND,2013-03-29,2.8719,2.9042,2.8073,2.8719,1922300
VND,2013-04-01,2.8719,3.0332,2.8396,3.001,2116900
VND,2013-04-02,3.001,3.0655,2.9364,2.9687,1842500
VND,2013-04-03,2.9687,3.0332,2.9687,3.001,2241700
VND,2013-04-04,3.001,3.0332,2.9042,2.9364,2131400
VND,2013-04-05,2.9364,2.9687,2.9364,2.9687,775700
VND,2013-04-08,2.9687,3.0655,2.9364,3.001,1475600
VND,2013-04-09,3.001,3.0332,2.9687,2.9687,1286400
VND,2013-04-10,2.9687,3.0332,2.9042,2.9364,1651100
VND,2013-04-11,2.9364,2.9687,2.9042,2.9364,989300
VND,2013-04-12,2.9364,2.9687,2.8719,2.8719,1357900
VND,2013-04-15,2.8719,2.8719,2.8073,2.8073,1059200
VND,2013-04-16,2.8073,2.8396,2.7751,2.8396,1071500
VND,2013-04-17,2.8396,2.9042,2.7751,2.8396,510400
VND,2013-04-18,2.8396,2.8396,2.7751,2.7751,1144100
VND,2013-04-22,2.7751,2.8073,2.7428,2.7751,789200
VND,2013-04-23,2.7751,2.8073,2.7428,2.8073,574300
VND,2013-04-24,2.8073,2.8073,2.7751,2.8073,398800
VND,2013-04-25,2.8073,2.8396,2.7751,2.8073,820000
VND,2013-04-26,2.8073,2.8073,2.7751,2.7751,258600
VND,2013-05-02,2.7751,2.8073,2.7428,2.7751,257800
VND,2013-05-03,2.7751,2.7751,2.7428,2.7751,1413500
VND,2013-05-06,2.7751,2.9687,2.5169,2.9364,1155400
VND,2013-05-07,2.9364,2.9687,2.8396,2.8719,1080100
VND,2013-05-08,2.8719,2.8719,2.8073,2.8396,538700
VND,2013-05-09,2.8396,2.8719,2.8396,2.8396,634700
VND,2013-05-10,2.8396,2.8719,2.8396,2.8719,375500
VND,2013-05-13,2.8719,2.9042,2.8396,2.8719,208000
VND,2013-05-14,2.8719,2.8719,2.8073,2.8073,540200
VND,2013-05-15,2.8073,2.8396,2.8073,2.8073,325700
VND,2013-05-16,2.8073,2.8719,2.8073,2.8396,390300
VND,2013-05-17,2.8396,2.8396,2.8073,2.8396,223600
VND,2013-05-20,2.8396,2.9042,2.8073,2.8719,961600
VND,2013-05-21,2.8719,2.9364,2.8719,2.9364,1590600
VND,2013-05-22,2.9364,3.001,2.9042,2.9364,1177900
VND,2013-05-23,2.9364,2.9687,2.8719,2.8719,1613000
VND,2013-05-24,2.8719,2.9364,2.8719,2.9364,947400
VND,2013-05-27,2.9364,3.0978,2.9364,3.0332,3066400
VND,2013-05-28,3.0332,3.0655,3.001,3.0655,1680200
VND,2013-05-29,3.0655,3.1946,3.0332,3.0655,5180800
VND,2013-05-30,3.0655,3.13,2.9687,3.13,3335700
VND,2013-05-31,3.13,3.1623,3.0332,3.0655,2581800
VND,2013-06-03,3.0655,3.0655,3.001,3.001,1463800
VND,2013-06-04,3.001,3.0332,2.9042,2.9364,1622900
VND,2013-06-05,2.9364,3.001,2.9364,3.001,709600
VND,2013-06-06,3.001,3.0332,2.9042,3.001,1239400
VND,2013-06-07,3.001,3.0978,3.001,3.0978,2703700
VND,2013-06-10,3.0978,3.13,2.9687,3.0655,2223700
VND,2013-06-11,3.0655,3.0978,3.0332,3.0978,2781100
VND,2013-06-12,3.0978,3.1623,3.0655,3.13,1810400
VND,2013-06-13,3.13,3.13,3.0655,3.13,2356500
VND,2013-06-14,3.13,3.1623,3.0978,3.13,1650800
VND,2013-06-17,3.13,3.13,3.001,3.0332,830700
VND,2013-06-18,3.0332,3.0978,3.001,3.0978,1081600
VND,2013-06-19,3.0978,3.0978,3.001,3.0332,293100
VND,2013-06-20,3.0332,3.0332,2.9687,3.001,468200
VND,2013-06-21,3.001,3.001,2.9364,2.9687,807800
VND,2013-06-24,2.9687,3.001,2.9042,2.9042,1046100
VND,2013-06-25,2.9042,2.9042,2.8073,2.8719,1993400
VND,2013-06-26,2.8719,2.9042,2.8396,2.8719,302400
VND,2013-06-27,2.8719,2.9364,2.8719,2.9364,664500
VND,2013-06-28,2.9364,2.9364,2.9042,2.9364,744200
VND,2013-07-01,2.9364,2.9364,2.8719,2.9364,400300
VND,2013-07-02,2.9364,3.001,2.9364,3.001,510100
VND,2013-07-03,3.001,3.001,2.9364,3.001,373500
VND,2013-07-04,3.001,3.0332,2.9364,3.001,585800
VND,2013-07-05,3.001,3.001,2.7428,2.9364,4816800
VND,2013-07-08,2.9364,2.9364,2.8719,2.9364,556300
VND,2013-07-09,2.9364,3.001,2.9042,2.9687,976000
VND,2013-07-10,2.9687,3.001,2.9364,2.9364,529800
VND,2013-07-11,2.9364,2.9687,2.9042,2.9042,478900
VND,2013-07-12,2.9042,3.001,2.9042,3.001,728900
VND,2013-07-15,3.001,3.001,2.9364,2.9364,295300
VND,2013-07-16,2.9364,3.0332,2.9364,3.0332,1982400
VND,2013-07-17,3.0332,3.0655,2.9687,3.001,1214800
VND,2013-07-18,3.001,3.001,2.9042,2.9687,535000
VND,2013-07-19,2.9687,2.9687,2.9364,2.9364,793100
VND,2013-07-22,2.9364,2.9364,2.9042,2.9364,761500
VND,2013-07-23,2.9364,2.9364,2.8719,2.8719,514600
VND,2013-07-24,2.8719,2.9042,2.8396,2.8719,675000
VND,2013-07-25,2.8719,2.9042,2.8396,2.8396,405600
VND,2013-07-26,2.8396,2.8396,2.7751,2.8073,804600
VND,2013-07-29,2.8073,2.8396,2.7428,2.7751,362521
VND,2013-07-30,2.7751,2.8073,2.7428,2.8073,154900
VND,2013-07-31,2.8073,2.8073,2.7751,2.7751,127666
VND,2013-08-01,2.7751,2.8396,2.7751,2.8396,338171
VND,2013-08-02,2.8396,2.8396,2.8073,2.8073,370410
VND,2013-08-05,2.8073,2.8073,2.7751,2.8073,228129
VND,2013-08-06,2.8073,2.8073,2.7751,2.7751,207200
VND,2013-08-07,2.7751,2.8073,2.7751,2.8073,297831
VND,2013-08-08,2.8073,2.8073,2.7428,2.7751,158633
VND,2013-08-09,2.7751,2.8073,2.7428,2.7751,300291
VND,2013-08-12,2.7751,2.8073,2.7751,2.7751,85800
VND,2013-08-13,2.7751,2.8073,2.7105,2.7105,501000
VND,2013-08-14,2.7105,2.7751,2.6783,2.7751,684405
VND,2013-08-15,2.7751,2.8073,2.7105,2.7751,328570
VND,2013-08-16,2.7751,2.8073,2.7751,2.8073,339300
VND,2013-08-19,2.8073,2.9042,2.8073,2.9042,773000
VND,2013-08-20,2.9042,2.9042,2.8073,2.8073,359921
VND,2013-08-21,2.8073,2.8396,2.7751,2.8073,458600
VND,2013-08-22,2.8073,2.8073,2.7428,2.7428,610200
VND,2013-08-23,2.7428,2.7751,2.7105,2.7428,230200
VND,2013-08-26,2.7428,2.7751,2.7105,2.7751,179400
VND,2013-08-27,2.7751,2.7751,2.7428,2.7751,170800
VND,2013-08-28,2.7751,2.7751,2.6783,2.6783,394600
VND,2013-08-29,2.6783,2.7105,2.6783,2.6783,221800
VND,2013-08-30,2.6783,2.7105,2.6783,2.6783,252800
VND,2013-09-03,2.6783,2.6783,2.646,2.6783,25500
VND,2013-09-04,2.6783,2.6783,2.5815,2.6137,463203
VND,2013-09-05,2.6137,2.646,2.6137,2.646,157400
VND,2013-09-06,2.646,2.646,2.646,2.646,108800
VND,2013-09-09,2.646,2.646,2.5492,2.5492,338500
VND,2013-09-10,2.5492,2.6137,2.5492,2.6137,201400
VND,2013-09-11,2.6137,2.6137,2.5815,2.6137,97000
VND,2013-09-12,2.6137,2.6137,2.5815,2.6137,127500
VND,2013-09-13,2.6137,2.6137,2.5815,2.6137,188800
VND,2013-09-16,2.6137,2.6137,2.5492,2.5492,212300
VND,2013-09-17,2.5492,2.5492,2.5169,2.5492,372900
